Processo;Status;Duracao_Total_s;Etapa_Falha;Mensagem_Erro
0801636-82.2025.8.20.5102;Falha;0.0;;
0220058-88.2025.8.04.1000;Falha;0.0;;
0801104-96.2025.8.14.0019;Falha;0.0;;
0802523-61.2025.8.14.0049;Falha;0.0;;
0801279-93.2025.8.20.5105;Falha;0.0;;
0809598-20.2025.8.14.0028;Falha;0.0;;
0714607-96.2025.8.01.0001;Falha;0.0;;
0808987-31.2025.8.14.0040;Falha;0.0;;
0006329-73.2025.8.04.7500;Falha;0.0;;
0801626-48.2025.8.23.0060;Falha;0.0;;
0818287-95.2025.8.20.5004;Falha;0.0;;
0811961-50.2025.8.20.5124;Falha;0.0;;
0878215-86.2025.8.14.0301;Falha;0.0;;
0004815-30.2025.8.04.3800;Falha;0.0;;
0816628-37.2025.8.14.0051;Falha;0.0;;
0803380-30.2025.8.14.0010;Falha;0.0;;
0800413-17.2025.8.20.5160;Falha;0.0;;
6075953-30.2025.8.03.0001;Falha;0.0;;
0811723-22.2025.8.14.0040;Falha;0.0;;
0855528-15.2025.8.20.5001;Falha;0.0;;
0832073-72.2025.8.23.0010;Falha;0.0;;
7052110-88.2025.8.22.0001;Falha;0.0;;
0801157-77.2025.8.14.0116;Falha;0.0;;
0712972-80.2025.8.01.0001;Falha;0.0;;
0802103-23.2025.8.14.0060;Falha;0.0;;
0006984-06.2025.8.04.4700;Falha;0.0;;
0820669-46.2025.8.20.5106;Falha;0.0;;
0840497-06.2025.8.23.0010;Falha;0.0;;
0714496-15.2025.8.01.0001;Falha;0.0;;
0815748-87.2025.8.20.5124;Falha;0.0;;
7016278-88.2025.8.22.0002;Falha;0.0;;
0800867-93.2025.8.14.0138;Falha;0.0;;
0007969-72.2025.8.04.4700;Falha;0.0;;
6003213-53.2025.8.03.0008;Falha;0.0;;
0001849-36.2025.8.04.6600;Falha;0.0;;
0802834-72.2025.8.14.0010;Falha;0.0;;
0718712-89.2012.8.04.0001;Falha;0.0;;
0005746-75.2012.8.14.0028;Falha;0.0;;
0028076-38.2003.8.14.0301;Falha;0.0;;
0002421-83.2014.8.22.0001;Falha;0.0;;
0004770-41.2006.8.04.0001;Falha;0.0;;
0001459-83.2010.8.14.0046;Falha;0.0;;
0007636-49.2012.8.14.0028;Falha;0.0;;
0026107-75.2012.8.22.0001;Falha;0.0;;
0002329-34.2014.8.14.1875;Falha;0.0;;
0613529-95.2013.8.04.0001;Falha;0.0;;
0709181-89.2014.8.01.0001;Falha;0.0;;
0000106-71.2014.8.14.0012;Falha;0.0;;
7029357-55.2016.8.22.0001;Falha;0.0;;
0629877-86.2016.8.04.0001;Falha;0.0;;
0713281-19.2016.8.01.0001;Falha;0.0;;
0830960-98.2016.8.23.0010;Falha;0.0;;
0007672-72.2017.8.14.0010;Falha;0.0;;
0102394-45.2017.8.20.0103;Falha;0.0;;
0808075-71.2018.8.14.0301;Falha;0.0;;
7041402-57.2017.8.22.0001;Falha;0.0;;
7001116-30.2019.8.22.0013;Falha;0.0;;
0000876-58.2020.8.04.4401;Falha;0.0;;
0028825-29.2019.8.03.0001;Falha;0.0;;
0000744-42.2019.8.04.5401;Falha;0.0;;
0800512-44.2019.8.14.0025;Falha;0.0;;
0805007-13.2018.8.20.5001;Falha;0.0;;
0004162-51.2017.8.14.0301;Falha;0.0;;
0031142-68.2017.8.03.0001;Falha;0.0;;
0801088-72.2017.8.14.0133;Falha;0.0;;
0639492-32.2018.8.04.0001;Falha;0.0;;
0014061-53.2016.8.14.0028;Falha;0.0;;
0000401-12.2017.8.14.0301;Falha;0.0;;
0664671-30.2016.8.14.0301;Falha;0.0;;
0000201-26.2017.8.14.0003;Falha;0.0;;
0800249-58.2017.8.14.0097;Falha;0.0;;
0000888-71.2016.8.04.3800;Falha;0.0;;
0000269-41.2016.8.04.3801;Falha;0.0;;
0033883-47.2018.8.03.0001;Falha;0.0;;
0604331-92.2017.8.04.0001;Falha;0.0;;
0708301-92.2017.8.01.0001;Falha;0.0;;
0712594-08.2017.8.01.0001;Falha;0.0;;
0015682-23.2017.8.14.0005;Falha;0.0;;
7043392-20.2016.8.22.0001;Falha;0.0;;
0101395-23.2016.8.20.0105;Falha;0.0;;
0000181-53.2017.8.14.0094;Falha;0.0;;
0002041-69.2017.8.14.0133;Falha;0.0;;
0710367-45.2017.8.01.0001;Falha;0.0;;
7004132-19.2019.8.22.0004;Falha;0.0;;
7010470-68.2017.8.22.0007;Falha;0.0;;
0823175-34.2016.8.20.5001;Falha;0.0;;
0830080-55.2016.8.20.5001;Falha;0.0;;
0710043-84.2019.8.01.0001;Falha;0.0;;
0000809-24.2017.8.04.6301;Falha;0.0;;
0009736-76.2017.8.14.0003;Falha;0.0;;
0802839-48.2018.8.14.0040;Falha;0.0;;
0642976-55.2018.8.04.0001;Falha;0.0;;
0800336-21.2019.8.20.5159;Falha;0.0;;
0015001-30.2017.8.14.0045;Falha;0.0;;
0832594-66.2015.8.23.0010;Falha;0.0;;
0000253-87.2016.8.04.3801;Falha;0.0;;
0802437-06.2017.8.14.0006;Falha;0.0;;
0650585-89.2018.8.04.0001;Falha;0.0;;
0002456-67.2018.8.04.4701;Falha;0.0;;
0100865-54.2016.8.20.0158;Falha;0.0;;
0002383-52.2017.8.14.0013;Falha;0.0;;
0820292-80.2017.8.20.5001;Falha;0.0;;
0002763-91.2017.8.14.0040;Falha;0.0;;
0324262-85.2016.8.14.0301;Falha;0.0;;
0005570-79.2016.8.14.0053;Falha;0.0;;
0006579-77.2017.8.14.0009;Falha;0.0;;
0825166-62.2017.8.23.0010;Falha;0.0;;
0833443-19.2017.8.14.0301;Falha;0.0;;
0800152-15.2018.8.14.0003;Falha;0.0;;
0005555-08.2014.8.14.0045;Falha;0.0;;
0005308-71.2013.8.14.0074;Falha;0.0;;
0005186-18.2016.8.14.0021;Falha;0.0;;
0622292-80.2016.8.04.0001;Falha;0.0;;
0440641-12.2016.8.14.0301;Falha;0.0;;
0435668-14.2016.8.14.0301;Falha;0.0;;
0000255-57.2016.8.04.3801;Falha;0.0;;
0002039-85.2016.8.04.4701;Falha;0.0;;
0636520-60.2016.8.04.0001;Falha;0.0;;
0806523-83.2018.8.14.0006;Falha;0.0;;
0842283-18.2017.8.14.0301;Falha;0.0;;
0800831-23.2017.8.23.0060;Falha;0.0;;
0000003-20.2017.8.04.3801;Falha;0.0;;
7004524-36.2017.8.22.0001;Falha;0.0;;
0102841-13.2015.8.20.0100;Falha;0.0;;
0000525-18.2016.8.14.0046;Falha;0.0;;
0641585-36.2016.8.04.0001;Falha;0.0;;
0101843-68.2017.8.20.0102;Falha;0.0;;
0700144-12.2017.8.01.0008;Falha;0.0;;
0715011-31.2017.8.01.0001;Falha;0.0;;
0832638-66.2017.8.14.0301;Falha;0.0;;
7019742-70.2018.8.22.0001;Falha;0.0;;
0805102-89.2018.8.14.0028;Falha;0.0;;
0612831-16.2018.8.04.0001;Falha;0.0;;
0700224-98.2016.8.01.0011;Falha;0.0;;
7008447-65.2016.8.22.0014;Falha;0.0;;
0612705-34.2016.8.04.0001;Falha;0.0;;
7001183-02.2017.8.22.0001;Falha;0.0;;
0805237-65.2018.8.14.0040;Falha;0.0;;
0000633-30.2002.8.20.0124;Falha;0.0;;
0000014-08.2003.8.20.0111;Falha;0.0;;
0000239-16.2003.8.20.0115;Falha;0.0;;
0000600-27.2004.8.14.0013;Falha;0.0;;
0000128-08.2004.8.14.0004;Falha;0.0;;
0011724-93.2005.8.20.0001;Falha;0.0;;
0012872-71.2004.8.14.0301;Falha;0.0;;
0012407-08.2004.8.14.0301;Falha;0.0;;
0019701-14.2004.8.14.0301;Falha;0.0;;
0000588-24.2005.8.20.0123;Falha;0.0;;
0003487-69.2005.8.14.0301;Falha;0.0;;
0007310-63.2005.8.14.0301;Falha;0.0;;
0003158-47.2005.8.14.0028;Falha;0.0;;
0022974-22.2005.8.14.0301;Falha;0.0;;
0000176-22.2006.8.14.0046;Falha;0.0;;
0007238-41.2005.8.20.0106;Falha;0.0;;
0130314-81.2006.8.23.0010;Falha;0.0;;
0031030-92.2005.8.04.0001;Falha;0.0;;
0045074-18.2005.8.22.0001;Falha;0.0;;
0000627-11.2006.8.20.0115;Falha;0.0;;
0017097-37.2006.8.14.0301;Falha;0.0;;
0008331-27.2006.8.14.0006;Falha;0.0;;
0304732-53.2006.8.04.0001;Falha;0.0;;
0000072-17.2007.8.14.0301;Falha;0.0;;
0002477-31.2010.8.22.0010;Falha;0.0;;
0007625-86.2007.8.14.0006;Falha;0.0;;
0031381-30.2007.8.14.0301;Falha;0.0;;
0031354-08.2007.8.14.0301;Falha;0.0;;
0042935-17.2009.8.14.0301;Falha;0.0;;
0013677-86.2012.8.14.0301;Falha;0.0;;
0012224-31.2014.8.14.0028;Falha;0.0;;
0204818-06.2012.8.04.0001;Falha;0.0;;
0034745-92.2012.8.14.0301;Falha;0.0;;
0012255-66.2012.8.01.0001;Falha;0.0;;
0009426-12.2012.8.22.0007;Falha;0.0;;
0001055-77.2012.8.22.0001;Falha;0.0;;
0001762-06.2012.8.22.0014;Falha;0.0;;
0204534-95.2012.8.04.0001;Falha;0.0;;
0001564-63.2014.8.04.7300;Falha;0.0;;
0120859-93.2012.8.20.0001;Falha;0.0;;
0000715-75.2012.8.20.0103;Falha;0.0;;
0120858-11.2012.8.20.0001;Falha;0.0;;
0058289-12.2012.8.14.0301;Falha;0.0;;
0716229-86.2012.8.04.0001;Falha;0.0;;
0003446-40.2013.8.14.0050;Falha;0.0;;
0053079-43.2013.8.14.0301;Falha;0.0;;
0007119-30.2013.8.22.0014;Falha;0.0;;
0100492-02.2014.8.20.0123;Falha;0.0;;
0006502-28.2014.8.14.0024;Falha;0.0;;
0019675-40.2012.8.22.0001;Falha;0.0;;
0030352-76.2002.8.14.0301;Falha;0.0;;
0007564-90.2013.8.04.5400;Falha;0.0;;
0827321-53.2018.8.14.0301;Falha;0.0;;
0422643-31.2016.8.14.0301;Falha;0.0;;
0007911-03.2013.8.14.0015;Falha;0.0;;
0000234-13.2018.8.04.3801;Falha;0.0;;
0700658-75.2020.8.01.0002;Falha;0.0;;
0001041-24.2018.8.14.0028;Falha;0.0;;
0003065-44.2018.8.14.0054;Falha;0.0;;
0804030-95.2018.8.14.0051;Falha;0.0;;
0705631-13.2019.8.01.0001;Falha;0.0;;
0717087-57.2019.8.01.0001;Falha;0.0;;
0801573-32.2023.8.14.0046;Falha;0.0;;
0803186-66.2024.8.14.0074;Falha;0.0;;
0719056-34.2024.8.01.0001;Falha;0.0;;
0800759-37.2025.8.14.0050;Falha;0.0;;
7006963-44.2018.8.22.0014;Falha;0.0;;
0703240-17.2021.8.01.0001;Falha;0.0;;
0800005-10.2023.8.14.0004;Falha;0.0;;
0002713-50.1999.8.20.0001;Falha;0.0;;
0002193-12.2013.8.22.0012;Falha;0.0;;
0045570-55.2007.8.22.0008;Falha;0.0;;
0000088-58.1990.8.14.0017;Falha;0.0;;
0000081-16.2014.8.14.0123;Falha;0.0;;
0708317-51.2014.8.01.0001;Falha;0.0;;
0004782-54.2013.8.14.0123;Falha;0.0;;
0004865-36.2014.8.14.0123;Falha;0.0;;
0004646-23.2014.8.14.0123;Falha;0.0;;
0828211-91.2015.8.20.5001;Falha;0.0;;
0001924-45.2016.8.14.0123;Falha;0.0;;
0299276-67.2016.8.14.0301;Falha;0.0;;
0827408-74.2016.8.20.5001;Falha;0.0;;
0009698-29.2016.8.14.0123;Falha;0.0;;
0000124-45.2017.8.14.0123;Falha;0.0;;
0001842-77.2017.8.14.0123;Falha;0.0;;
0002685-27.2018.8.04.4701;Falha;0.0;;
0826850-24.2024.8.20.5001;Falha;0.0;;
7003081-67.2024.8.22.0013;Falha;0.0;;
0000008-34.2001.8.20.0155;Falha;0.0;;
0810600-35.2019.8.14.0028;Falha;0.0;;
0600588-69.2020.8.04.0001;Falha;0.0;;
0810317-92.2021.8.20.5001;Falha;0.0;;
0801604-77.2021.8.14.0028;Falha;0.0;;
0800053-70.2022.8.20.5101;Falha;0.0;;
0804435-09.2022.8.20.5101;Falha;0.0;;
0801008-18.2021.8.14.0053;Falha;0.0;;
0856435-29.2021.8.20.5001;Falha;0.0;;
0800817-57.2022.8.14.0046;Falha;0.0;;
0800645-94.2022.8.14.0053;Falha;0.0;;
0823961-44.2022.8.20.5106;Falha;0.0;;
0805953-34.2022.8.20.5101;Falha;0.0;;
0908929-31.2022.8.20.5001;Falha;0.0;;
7004286-32.2022.8.22.0004;Falha;0.0;;
0800577-74.2023.8.14.0065;Falha;0.0;;
0800011-64.2023.8.14.0053;Falha;0.0;;
0701281-44.2022.8.01.0011;Falha;0.0;;
0800037-68.2023.8.20.5138;Falha;0.0;;
0800213-25.2023.8.14.0123;Falha;0.0;;
0800264-24.2024.8.20.5138;Falha;0.0;;
7007405-55.2023.8.22.0007;Falha;0.0;;
7007935-74.2023.8.22.0002;Falha;0.0;;
0800698-14.2023.8.14.0062;Falha;0.0;;
0800491-82.2023.8.14.0072;Falha;0.0;;
0700674-94.2023.8.01.0011;Falha;0.0;;
0804163-82.2023.8.14.0045;Falha;0.0;;
7003525-67.2023.8.22.0003;Falha;0.0;;
0801947-27.2023.8.14.0053;Falha;0.0;;
0801050-20.2023.8.14.0046;Falha;0.0;;
0602694-96.2023.8.04.6500;Falha;0.0;;
0801339-13.2023.8.14.0123;Falha;0.0;;
7002334-11.2024.8.22.0016;Falha;0.0;;
7016694-27.2023.8.22.0002;Falha;0.0;;
0801480-35.2023.8.14.0025;Falha;0.0;;
0801494-19.2023.8.14.0025;Falha;0.0;;
0803243-84.2023.8.14.0053;Falha;0.0;;
7000046-75.2024.8.22.0021;Falha;0.0;;
0822096-22.2023.8.14.0028;Falha;0.0;;
0700277-31.2024.8.01.0001;Falha;0.0;;
0801311-55.2023.8.20.5142;Falha;0.0;;
7001175-72.2024.8.22.0003;Falha;0.0;;
7005415-05.2023.8.22.0015;Falha;0.0;;
0800139-23.2024.8.14.0062;Falha;0.0;;
7000004-44.2024.8.22.0015;Falha;0.0;;
7005580-40.2023.8.22.0019;Falha;0.0;;
0800141-90.2024.8.14.0062;Falha;0.0;;
0800068-26.2024.8.14.0028;Falha;0.0;;
0800069-11.2024.8.14.0028;Falha;0.0;;
0803353-54.2024.8.20.5106;Falha;0.0;;
7000374-11.2024.8.22.0019;Falha;0.0;;
7003659-66.2024.8.22.0001;Falha;0.0;;
0800163-42.2024.8.14.0065;Falha;0.0;;
7005805-80.2024.8.22.0001;Falha;0.0;;
0800243-39.2024.8.14.0054;Falha;0.0;;
0800127-22.2024.8.14.0090;Falha;0.0;;
7000845-60.2024.8.22.0008;Falha;0.0;;
0800638-21.2024.8.14.0025;Falha;0.0;;
0708431-38.2024.8.01.0001;Falha;0.0;;
0714403-86.2024.8.01.0001;Falha;0.0;;
0801371-87.2024.8.14.0024;Falha;0.0;;
0809937-18.2024.8.23.0010;Falha;0.0;;
0800531-53.2024.8.14.0032;Falha;0.0;;
7001808-47.2024.8.22.0015;Falha;0.0;;
0700494-44.2024.8.01.0011;Falha;0.0;;
0807205-59.2024.8.14.0028;Falha;0.0;;
0800582-45.2024.8.14.0103;Falha;0.0;;
7002371-41.2024.8.22.0015;Falha;0.0;;
7001888-96.2024.8.22.0019;Falha;0.0;;
7030130-22.2024.8.22.0001;Falha;0.0;;
7000920-75.2024.8.22.0016;Falha;0.0;;
0800478-53.2024.8.14.0103;Falha;0.0;;
0801662-08.2024.8.14.0115;Falha;0.0;;
0805748-25.2024.8.14.0017;Falha;0.0;;
0800607-58.2024.8.14.0103;Falha;0.0;;
0814133-26.2024.8.14.0028;Falha;0.0;;
0817781-14.2024.8.14.0028;Falha;0.0;;
0811840-83.2024.8.14.0028;Falha;0.0;;
0802509-36.2024.8.14.0074;Falha;0.0;;
0801027-68.2024.8.14.0069;Falha;0.0;;
0800570-70.2024.8.14.0090;Falha;0.0;;
6034871-19.2025.8.03.0001;Falha;0.0;;
7004331-32.2024.8.22.0015;Falha;0.0;;
7004308-86.2024.8.22.0015;Falha;0.0;;
7003418-29.2024.8.22.0022;Falha;0.0;;
7003313-52.2024.8.22.0022;Falha;0.0;;
7003312-67.2024.8.22.0022;Falha;0.0;;
7003639-12.2024.8.22.0022;Falha;0.0;;
7001846-44.2024.8.22.0020;Falha;0.0;;
0816291-54.2024.8.14.0028;Falha;0.0;;
7046352-65.2024.8.22.0001;Falha;0.0;;
0801724-61.2024.8.14.0046;Falha;0.0;;
0801390-87.2024.8.14.0026;Falha;0.0;;
7003598-54.2024.8.22.0019;Falha;0.0;;
7002432-90.2024.8.22.0017;Falha;0.0;;
0801711-62.2024.8.14.0046;Falha;0.0;;
0801713-32.2024.8.14.0046;Falha;0.0;;
7002118-38.2024.8.22.0020;Falha;0.0;;
0802101-92.2024.8.14.0123;Falha;0.0;;
0800709-26.2024.8.14.0121;Falha;0.0;;
0816394-61.2024.8.14.0028;Falha;0.0;;
0717147-54.2024.8.01.0001;Falha;0.0;;
7004874-53.2024.8.22.0009;Falha;0.0;;
0801413-83.2024.8.14.0074;Falha;0.0;;
7002040-56.2024.8.22.0016;Falha;0.0;;
7005084-86.2024.8.22.0015;Falha;0.0;;
0801282-27.2025.8.14.0025;Falha;0.0;;
0802959-42.2024.8.14.0053;Falha;0.0;;
7002848-70.2024.8.22.0013;Falha;0.0;;
0802237-89.2024.8.14.0123;Falha;0.0;;
7015456-27.2024.8.22.0005;Falha;0.0;;
0800006-27.2025.8.14.0003;Falha;0.0;;
0801690-17.2024.8.14.0069;Falha;0.0;;
0705307-13.2025.8.01.0001;Falha;0.0;;
7005448-76.2024.8.22.0009;Falha;0.0;;
0818868-05.2024.8.14.0028;Falha;0.0;;
0800756-57.2025.8.14.0123;Falha;0.0;;
0802099-62.2024.8.14.0046;Falha;0.0;;
7002661-65.2024.8.22.0012;Falha;0.0;;
0818609-10.2024.8.14.0028;Falha;0.0;;
0800797-60.2024.8.14.0090;Falha;0.0;;
0800798-45.2024.8.14.0090;Falha;0.0;;
7005902-22.2025.8.22.0009;Falha;0.0;;
0801340-21.2024.8.14.0007;Falha;0.0;;
0803144-80.2024.8.14.0053;Falha;0.0;;
0820076-24.2024.8.14.0028;Falha;0.0;;
0801849-78.2024.8.14.0062;Falha;0.0;;
0820350-85.2024.8.14.0028;Falha;0.0;;
0820467-76.2024.8.14.0028;Falha;0.0;;
7002879-93.2024.8.22.0012;Falha;0.0;;
0807549-34.2025.8.14.0051;Falha;0.0;;
7069561-63.2024.8.22.0001;Falha;0.0;;
7069559-93.2024.8.22.0001;Falha;0.0;;
0700063-88.2025.8.01.0006;Falha;0.0;;
0723678-59.2024.8.01.0001;Falha;0.0;;
0801783-48.2024.8.14.0014;Falha;0.0;;
7000284-08.2025.8.22.0006;Falha;0.0;;
0802419-35.2025.8.14.0028;Falha;0.0;;
0700624-15.2025.8.01.0006;Falha;0.0;;
0800216-83.2025.8.14.0066;Falha;0.0;;
7001532-88.2025.8.22.0012;Falha;0.0;;
0801184-33.2025.8.14.0028;Falha;0.0;;
0800105-25.2025.8.14.0123;Falha;0.0;;
0817632-12.2025.8.14.0051;Falha;0.0;;
0810344-39.2025.8.14.0301;Falha;0.0;;
7000007-71.2025.8.22.0012;Falha;0.0;;
7005289-06.2024.8.22.0019;Falha;0.0;;
7046446-76.2025.8.22.0001;Falha;0.0;;
0825420-14.2024.8.14.0051;Falha;0.0;;
0800488-19.2025.8.14.0053;Falha;0.0;;
0802505-18.2024.8.14.0003;Falha;0.0;;
0802506-03.2024.8.14.0003;Falha;0.0;;
7038379-25.2025.8.22.0001;Falha;0.0;;
7046382-66.2025.8.22.0001;Falha;0.0;;
7000872-91.2025.8.22.0013;Falha;0.0;;
0802422-87.2025.8.14.0028;Falha;0.0;;
7000687-65.2025.8.22.0009;Falha;0.0;;
7001285-98.2025.8.22.0015;Falha;0.0;;
0812476-43.2025.8.14.0051;Falha;0.0;;
7001800-42.2025.8.22.0013;Falha;0.0;;
0811376-53.2025.8.14.0051;Falha;0.0;;
0800967-70.2025.8.14.0066;Falha;0.0;;
0800499-35.2025.8.14.0025;Falha;0.0;;
7001491-24.2025.8.22.0012;Falha;0.0;;
0801282-61.2025.8.14.0046;Falha;0.0;;
7001279-12.2025.8.22.0009;Falha;0.0;;
0701540-34.2025.8.01.0011;Falha;0.0;;
0800740-71.2025.8.14.0069;Falha;0.0;;
7004262-84.2025.8.22.0008;Falha;0.0;;
7001801-27.2025.8.22.0013;Falha;0.0;;
7014817-84.2025.8.22.0001;Falha;0.0;;
0800383-50.2025.8.14.0018;Falha;0.0;;
0800888-02.2025.8.23.0047;Falha;0.0;;
0804741-28.2025.8.14.0028;Falha;0.0;;
0802527-86.2025.8.14.0053;Falha;0.0;;
0801257-14.2025.8.14.0025;Falha;0.0;;
7007403-93.2025.8.22.0014;Falha;0.0;;
0803919-72.2025.8.14.0017;Falha;0.0;;
7017041-89.2025.8.22.0002;Falha;0.0;;
7004874-98.2025.8.22.0015;Falha;0.0;;
7003411-24.2025.8.22.0015;Falha;0.0;;
0700746-28.2025.8.01.0006;Falha;0.0;;
7052597-58.2025.8.22.0001;Falha;0.0;;
0700854-57.2025.8.01.0006;Falha;0.0;;
0715169-08.2025.8.01.0001;Falha;0.0;;
7003943-83.2025.8.22.0019;Falha;0.0;;
0802007-92.2025.8.14.0032;Falha;0.0;;
0817420-88.2025.8.14.0051;Falha;0.0;;
0806180-41.2025.8.14.0039;Falha;0.0;;
7011150-51.2025.8.22.0014;Falha;0.0;;
7005534-13.2025.8.22.0009;Falha;0.0;;
0804372-20.2025.8.14.0065;Falha;0.0;;
0803814-95.2025.8.14.0017;Falha;0.0;;
0801409-48.2025.8.14.0062;Falha;0.0;;
0801839-11.2025.8.14.0123;Falha;0.0;;
0801787-15.2025.8.14.0123;Falha;0.0;;
7004235-68.2025.8.22.0019;Falha;0.0;;
0801703-51.2025.8.14.0046;Falha;0.0;;
7017040-07.2025.8.22.0002;Falha;0.0;;
7016115-11.2025.8.22.0002;Falha;0.0;;
0700898-76.2025.8.01.0006;Falha;0.0;;
7004621-46.2025.8.22.0004;Falha;0.0;;
0801663-57.2025.8.14.0050;Falha;0.0;;
0801344-58.2025.8.14.0125;Falha;0.0;;
7005561-93.2025.8.22.0009;Falha;0.0;;
0805853-04.2025.8.14.0005;Falha;0.0;;
0801900-66.2025.8.14.0123;Falha;0.0;;
0802581-52.2025.8.14.0053;Falha;0.0;;
0801798-44.2025.8.14.0123;Falha;0.0;;
0801469-21.2025.8.14.0062;Falha;0.0;;
7005332-18.2025.8.22.0015;Falha;0.0;;
0817913-65.2025.8.14.0051;Falha;0.0;;
0801599-91.2025.8.14.0003;Falha;0.0;;
0816285-13.2025.8.14.0028;Falha;0.0;;
0800947-65.2025.8.14.0103;Falha;0.0;;
7059452-53.2025.8.22.0001;Falha;0.0;;
0000388-97.2000.8.14.0046;Falha;0.0;;
0000082-09.2000.8.14.0015;Falha;0.0;;
0000168-88.1992.8.14.0017;Falha;0.0;;
0000291-50.2001.8.14.0017;Falha;0.0;;
0812829-83.2025.8.14.0051;Falha;0.0;;
0800059-13.2025.8.14.0066;Falha;0.0;;
0838246-35.2023.8.14.0301;Falha;0.0;;
7002457-46.2023.8.22.0015;Falha;0.0;;
0853353-22.2023.8.14.0301;Falha;0.0;;
0801035-40.2024.8.14.0103;Falha;0.0;;
0802224-17.2024.8.20.5105;Falha;0.0;;
0820526-28.2024.8.14.0040;Falha;0.0;;
0804033-17.2024.8.23.0010;Falha;0.0;;
7002614-12.2024.8.22.0006;Falha;0.0;;
7001221-13.2024.8.22.0019;Falha;0.0;;
7002800-02.2024.8.22.0017;Falha;0.0;;
7012292-29.2025.8.22.0002;Falha;0.0;;
7055060-70.2025.8.22.0001;Falha;0.0;;
7003772-20.2025.8.22.0022;Falha;0.0;;
7002045-56.2025.8.22.0012;Falha;0.0;;
0800274-54.2021.8.14.0025;Falha;0.0;;
0800066-33.2023.8.14.0047;Falha;0.0;;
0802669-05.2024.8.14.0028;Falha;0.0;;
7005673-48.2023.8.22.0004;Falha;0.0;;
0801474-14.2023.8.14.0062;Falha;0.0;;
7005522-82.2023.8.22.0004;Falha;0.0;;
7001004-87.2021.8.22.0014;Falha;0.0;;
0801511-39.2022.8.20.5161;Falha;0.0;;
7003902-44.2024.8.22.0022;Falha;0.0;;
0000680-74.2004.8.14.0051;Falha;0.0;;
0009924-11.2004.8.04.0001;Falha;0.0;;
0045014-46.2005.8.04.0001;Falha;0.0;;
0000322-96.2005.8.14.0125;Falha;0.0;;
0049671-31.2005.8.04.0001;Falha;0.0;;
0009331-67.2006.8.14.0301;Falha;0.0;;
0027009-57.2002.8.14.0301;Falha;0.0;;
0026857-41.2002.8.14.0301;Falha;0.0;;
0004062-04.2014.8.14.0301;Falha;0.0;;
0005789-81.2003.8.14.0301;Falha;0.0;;
0103080-53.2004.8.04.0001;Falha;0.0;;
0007275-44.2005.8.14.0301;Falha;0.0;;
0002886-90.2006.8.14.0008;Falha;0.0;;
0000028-32.2007.8.20.0117;Falha;0.0;;
0000323-73.2007.8.04.0001;Falha;0.0;;
0008277-96.2009.8.14.0301;Falha;0.0;;
0000290-93.2009.8.20.0122;Falha;0.0;;
0254612-64.2010.8.04.0001;Falha;0.0;;
0259297-17.2010.8.04.0001;Falha;0.0;;
0034546-41.2010.8.14.0301;Falha;0.0;;
0603564-93.2013.8.04.0001;Falha;0.0;;
0603559-71.2013.8.04.0001;Falha;0.0;;
0012995-96.2014.8.03.0001;Falha;0.0;;
0000452-87.2012.8.14.0013;Falha;0.0;;
0001445-27.2012.8.14.0015;Falha;0.0;;
0001142-61.2012.8.14.0096;Falha;0.0;;
0000065-52.2013.8.22.0001;Falha;0.0;;
0005981-36.2013.8.14.0051;Falha;0.0;;
0008064-75.2012.8.01.0001;Falha;0.0;;
0001339-95.2013.8.14.0026;Falha;0.0;;
0006500-66.2013.8.14.0065;Falha;0.0;;
0700130-15.2014.8.01.0014;Falha;0.0;;
0002285-61.2012.8.14.0201;Falha;0.0;;
0038039-55.2012.8.14.0301;Falha;0.0;;
0049127-90.2012.8.14.0301;Falha;0.0;;
0718700-75.2012.8.04.0001;Falha;0.0;;
0013555-82.2013.8.14.0028;Falha;0.0;;
0001425-52.2013.8.14.0063;Falha;0.0;;
0002701-68.2013.8.14.0015;Falha;0.0;;
0000885-29.2013.8.22.0015;Falha;0.0;;
0002546-86.2013.8.14.0008;Falha;0.0;;
0009089-84.2013.8.14.0015;Falha;0.0;;
0044578-03.2013.8.14.0301;Falha;0.0;;
0003997-09.2014.8.14.0301;Falha;0.0;;
0009714-73.2014.8.14.0051;Falha;0.0;;
0147583-03.2013.8.20.0001;Falha;0.0;;
0101603-34.2013.8.20.0130;Falha;0.0;;
0700217-83.2014.8.01.0009;Falha;0.0;;
0052411-38.2014.8.14.0301;Falha;0.0;;
0109175-06.2014.8.20.0001;Falha;0.0;;
0003999-22.2014.8.14.0125;Falha;0.0;;
0801012-38.2014.8.20.6001;Falha;0.0;;
0044937-16.2014.8.14.0301;Falha;0.0;;
0001041-97.2015.8.14.0070;Falha;0.0;;
0010204-92.2015.8.22.0001;Falha;0.0;;
0613122-21.2015.8.04.0001;Falha;0.0;;
0040413-88.2015.8.14.0026;Falha;0.0;;
0033952-84.2015.8.03.0001;Falha;0.0;;
0034559-76.2015.8.14.0006;Falha;0.0;;
0037369-45.2015.8.03.0001;Falha;0.0;;
0066662-29.2015.8.14.0074;Falha;0.0;;
0059947-66.2015.8.14.0301;Falha;0.0;;
0040671-82.2015.8.03.0001;Falha;0.0;;
0037299-28.2015.8.03.0001;Falha;0.0;;
0079927-96.2015.8.14.0301;Falha;0.0;;
0068455-44.2015.8.14.0028;Falha;0.0;;
